city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Aït Ouaoumana,Ait Ouaoumana,32.7128,-5.8042,Morocco,MA,MAR,Béni Mellal-Khénifra,,8850.0,1504002343
Agadir Melloul,Agadir Melloul,30.2249,-7.796,Morocco,MA,MAR,Souss-Massa,,8848.0,1504880181
Aït Hadi,Ait Hadi,31.3942,-8.7725,Morocco,MA,MAR,Marrakech-Safi,,8847.0,1504740675
Imelil,Imelil,31.1264,-7.9178,Morocco,MA,MAR,Marrakech-Safi,,8843.0,1504711800
Amarzgane,Amarzgane,31.05,-7.2167,Morocco,MA,MAR,Drâa-Tafilalet,,8820.0,1504948640
Arbaa Sahel,Arbaa Sahel,29.5993,-9.877,Morocco,MA,MAR,Souss-Massa,,8820.0,1504199672
Tissint,Tissint,29.9,-7.3167,Morocco,MA,MAR,Souss-Massa,,8797.0,1504720693
Brikcha,Brikcha,34.9667,-5.5833,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,8777.0,1504666840
Mtal,Mtal,32.4908,-8.3781,Morocco,MA,MAR,Casablanca-Settat,,8773.0,1504849742
Oulad Saïd,Oulad Said,32.9633,-7.8115,Morocco,MA,MAR,Casablanca-Settat,,8745.0,1504282794
Ait Rami,Ait Rami,29.9608,-9.4234,Morocco,MA,MAR,Souss-Massa,,8706.0,1504231104
Sidi el Mokhfi,Sidi el Mokhfi,34.6039,-4.7889,Morocco,MA,MAR,Fès-Meknès,,8705.0,1504651133
Aïn Zora,Ain Zora,34.6575,-3.5331,Morocco,MA,MAR,Oriental,,8705.0,1504442402
Msemrir,Msemrir,31.7025,-5.8119,Morocco,MA,MAR,Drâa-Tafilalet,,8686.0,1504469179
Lehrhi,Lehrhi,32.835,-5.5851,Morocco,MA,MAR,Béni Mellal-Khénifra,,8669.0,1504464348
Aït Tagalla,Ait Tagalla,31.9167,-6.7167,Morocco,MA,MAR,Béni Mellal-Khénifra,,8662.0,1504861087
Aklim,Aklim,34.9292,-2.4353,Morocco,MA,MAR,Oriental,,8630.0,1504687369
El Amim,El Amim,32.2338,-7.2417,Morocco,MA,MAR,Marrakech-Safi,,8625.0,1504410510
Matarka,Matarka,33.2611,-2.7031,Morocco,MA,MAR,Oriental,,8623.0,1504787880
Za’roura,Za'roura,35.2167,-5.6667,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,8615.0,1504534822
Oulad Khallouf,Oulad Khallouf,34.71,-2.58,Morocco,MA,MAR,Oriental,,8605.0,1504000678
Douar Sidi Msour,Douar Sidi Msour,32.2725,-7.1986,Morocco,MA,MAR,Marrakech-Safi,,8600.0,1504227184
Outa Bouabane,Outa Bouabane,34.2606,-4.4139,Morocco,MA,MAR,Fès-Meknès,,8560.0,1504009188
Had Kourt,Had Kourt,34.6167,-5.7333,Morocco,MA,MAR,Rabat-Salé-Kénitra,,8554.0,1504993491
Tizoual,Tizoual,31.0244,-7.8186,Morocco,MA,MAR,Souss-Massa,,8538.0,1504928212
Dar El Kebdani,Dar El Kebdani,35.1173,-3.3317,Morocco,MA,MAR,Oriental,,8518.0,1504332737
Mhamid el Rhozlane,Mhamid el Rhozlane,29.8222,-5.7208,Morocco,MA,MAR,Drâa-Tafilalet,,8508.0,1504876224
Tendrara,Tendrara,33.05,-2.0,Morocco,MA,MAR,Oriental,,8507.0,1504340310
Bni Tajjit,Bni Tajjit,32.3,-3.45,Morocco,MA,MAR,Oriental,,8489.0,1504670713
Douar Mzoura,Douar Mzoura,32.835,-7.9444,Morocco,MA,MAR,Rabat-Salé-Kénitra,,8426.0,1504336708
Sidi Boushab,Sidi Boushab,30.4667,-9.3056,Morocco,MA,MAR,Souss-Massa,,8386.0,1504333059
Douar Ait Taleb,Douar Ait Taleb,32.3839,-8.1856,Morocco,MA,MAR,Marrakech-Safi,,8075.0,1504079042
Jouamaa,Jouamaa,35.6478,-5.6785,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,7173.0,1504888787
Berkine,Berkine,33.9331,-3.8439,Morocco,MA,MAR,Oriental,,6839.0,1504644082
El Aargub,El Aargub,23.5759,-15.8775,Morocco,MA,MAR,Dakhla-Oued Ed-Dahab,,5345.0,1504003879
Boureït,Boureit,34.9983,-4.893,Morocco,MA,MAR,Tanger-Tétouan-Al Hoceïma,,5043.0,1504130214
Reçani,Recani,31.2175,-4.2737,Morocco,MA,MAR,Drâa-Tafilalet,,4353.0,1504410951
Bou’nane,Bou'nane,32.2007,-2.8436,Morocco,MA,MAR,Oriental,,3329.0,1504957509
Tifariti,Tifariti,26.158,-10.567,Morocco,MA,MAR,Laâyoune-Sakia El Hamra,primary,3000.0,1504999990
Bir Anzarane,Bir Anzarane,23.8883,-14.5306,Morocco,MA,MAR,Dakhla-Oued Ed-Dahab,,2962.0,1504999993
Aïn el Mediour,Ain el Mediour,30.4,-8.8833,Morocco,MA,MAR,Souss-Massa,,2911.0,1504516108
Uad Damran,Uad Damran,27.4617,-12.9941,Morocco,MA,MAR,Laâyoune-Sakia El Hamra,,902.0,1504003880
Lemsid,Lemsid,26.55,-13.85,Morocco,MA,MAR,Laâyoune-Sakia El Hamra,,100.0,1504999975
Wislane,Wislane,30.225,-8.3801,Morocco,MA,MAR,Souss-Massa,,,1504929490
